,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp,Timestamp
10,5994,Shiba Inu,SHIB,shiba-inu,749,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289521148465.9,589534114404941.2,False,,11,,,,2024-03-02T08:42:00.000Z,2.258983150166656e-05,5463437956.686967,290.7185,6.06195042,74.71172515,137.20643336,154.18160435,107.51237927,165.70417722,13311950988.441616,0.5704,13317476308.89,,2024-03-02T08:42:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-03-02 15:43:45.739759,
11,1958,TRON,TRX,tron,937,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87966173010.97821,87966209127.52725,True,,12,71659659264.0,10086292759.426321,,2024-03-02T08:42:00.000Z,0.14075273121614493,344025457.6673102,-14.815,0.05962062,-0.3121596,2.12425363,24.59863155,28.57954693,36.24813806,12381479105.927118,0.5309,12381484189.43,,2024-03-02T08:42:00.000Z,,,,,,2024-03-02 15:43:45.739759,
12,1975,Chainlink,LINK,chainlink,1661,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,587099970.4527867,1000000000.0,False,,13,,,,2024-03-02T08:42:00.000Z,21.056037075184804,736671164.5854212,7.3816,-1.52024883,6.02398353,14.19374965,35.17604481,31.32874924,30.53550825,12361998744.693779,0.5296,21056037075.18,,2024-03-02T08:42:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-03-02 15:43:45.739759,
13,6636,Polkadot,DOT,polkadot-new,697,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1303480621.5291617,1417046960.3375134,True,,14,,,,2024-03-02T08:42:00.000Z,8.982113852492931,437781231.82138425,-2.904,1.16092083,6.54308836,15.93002705,34.99536576,2.54952061,62.66734485,11708011347.09318,0.5016,12728077132.08,,2024-03-02T08:42:00.000Z,,,,,,2024-03-02 15:43:45.739759,
14,3890,Polygon,MATIC,polygon,1295,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9899153489.540216,10000000000.0,False,,15,,,,2024-03-02T08:42:00.000Z,1.068115670677847,708318248.0438476,1.9555,-0.28447826,4.61135784,5.48351114,36.8153721,4.08589666,31.33012946,10573440968.623198,0.453,10681156706.78,,2024-03-02T08:42:00.000Z,,,,,,2024-03-02 15:43:45.739759,
15,1,Bitcoin,BTC,bitcoin,10844,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19642500.0,19642500.0,False,,1,,,,2024-03-02T08:45:00.000Z,62140.13461464557,38050571630.602806,-30.4083,0.19504573,-0.0653907,21.83492046,47.28031679,35.96168952,57.46989382,1220587594168.1755,52.2928,1304942826907.56,,2024-03-02T08:45:00.000Z,,,,,,,2024-03-02 15:46:46.559986
16,1027,Ethereum,ETH,ethereum,8486,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120138874.305299,120138874.305299,True,,2,,,,2024-03-02T08:45:00.000Z,3426.3174615400953,16057308031.010551,-33.9485,-0.20237806,-0.2851294,16.04239547,50.88948282,41.15163699,58.31219759,411633922842.01666,17.6362,411633922842.02,,2024-03-02T08:45:00.000Z,,,,,,,2024-03-02 15:46:46.559986
17,825,Tether USDt,USDT,tether,76666,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,99179337470.68521,101600078701.91211,True,,3,,,,2024-03-02T08:44:00.000Z,1.001186884801652,80187440256.8673,-16.7011,-0.00398199,0.07213246,0.14639964,0.20874236,0.01722635,0.08197012,99297051918.96709,4.2543,101720666291.17,,2024-03-02T08:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,,2024-03-02 15:46:46.559986
18,1839,BNB,BNB,bnb,2080,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,149542059.43033925,149542059.43033925,False,,4,,,,2024-03-02T08:44:00.000Z,409.50561348919786,1581489669.8715677,-17.5725,0.14999998,0.75368027,7.55916103,37.57684117,27.99952229,79.62080141,61238312789.45916,2.6237,61238312789.46,,2024-03-02T08:44:00.000Z,,,,,,,2024-03-02 15:46:46.559986
19,5426,Solana,SOL,solana,628,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,442824764.318864,570877084.5087081,True,,5,,,,2024-03-02T08:45:00.000Z,129.10681106285318,3860252329.224507,-39.652,0.40632141,-2.96489549,26.69040642,35.70596778,12.70506115,102.5758243,57171693180.868065,2.4495,73704119889.78,,2024-03-02T08:45:00.000Z,,,,,,,2024-03-02 15:46:46.559986
20,52,XRP,XRP,xrp,1237,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,54664031281.0,99987852435.0,False,,6,,,,2024-03-02T08:45:00.000Z,0.6300166704439473,2506676592.2039356,-16.0791,0.42524825,6.51960915,16.38522293,27.98731034,-0.47855639,1.58745209,34439250980.6994,1.4755,63001667044.39,,2024-03-02T08:45:00.000Z,,,,,,,2024-03-02 15:46:46.559986
21,3408,USDC,USDC,usd-coin,16970,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,29025494937.45965,29025494937.45965,False,,7,,,,2024-03-02T08:45:00.000Z,0.9999924837997298,7576934593.598996,-19.9807,0.00507428,0.00846234,-0.01677494,-0.01034951,0.01817106,0.00146392,29025276776.026756,1.2437,29025276776.03,,2024-03-02T08:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,2024-03-02 15:46:46.559986
22,2010,Cardano,ADA,cardano,1085,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35479783334.776,36671429496.447,False,,8,,,,2024-03-02T08:44:00.000Z,0.7460081413115057,1349834865.5807183,7.6092,2.16991552,10.57219309,27.28283338,51.69751575,18.051262,88.53366773,26468207219.71118,1.1338,33570366359.02,,2024-03-02T08:44:00.000Z,,,,,,,2024-03-02 15:46:46.559986
23,74,Dogecoin,DOGE,dogecoin,899,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,143297876383.70526,143297876383.70526,True,,9,,,,2024-03-02T08:45:00.000Z,0.14550100819416303,4826071221.827654,45.2454,0.40244191,19.49721223,71.25146421,84.43001474,54.59083885,70.66068501,20849985485.91166,0.8933,20849985485.91,,2024-03-02T08:45:00.000Z,,,,,,,2024-03-02 15:46:46.559986
24,5805,Avalanche,AVAX,avalanche,674,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,377243482.1169365,435933122.1169365,False,,10,,,,2024-03-02T08:44:00.000Z,42.693824361452926,708900061.4428225,-26.7339,0.44481247,0.32338597,17.80875654,27.72049884,-1.07306224,93.07339582,16105966967.003395,0.69,30739553540.25,,2024-03-02T08:44:00.000Z,,,,,,,2024-03-02 15:46:46.559986
25,5994,Shiba Inu,SHIB,shiba-inu,749,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289521148465.9,589534114404941.2,False,,11,,,,2024-03-02T08:44:00.000Z,2.256075155710787e-05,5470101663.222531,289.048,5.19008779,72.03565325,136.81028592,153.86421579,107.25511514,165.19077026,13294814481.837603,0.5696,13300332689.53,,2024-03-02T08:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,,2024-03-02 15:46:46.559986
26,1958,TRON,TRX,tron,937,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87966173010.97821,87966209127.52725,True,,12,71659659264.0,10086949275.2232,,2024-03-02T08:44:00.000Z,0.14076189279748122,343159706.48055315,-15.0998,0.05925262,-0.32650113,2.15101707,24.63003441,28.66097776,36.28717472,12382285015.176,0.5305,12382290099.01,,2024-03-02T08:44:00.000Z,,,,,,,2024-03-02 15:46:46.559986
27,1975,Chainlink,LINK,chainlink,1661,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,587099970.4527867,1000000000.0,False,,13,,,,2024-03-02T08:44:00.000Z,21.050323386978665,735543987.0117663,7.1449,-1.56658831,5.87389199,14.13588499,35.4370334,31.43027291,30.66699022,12358644238.516779,0.5294,21050323386.98,,2024-03-02T08:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,,2024-03-02 15:46:46.559986
28,6636,Polkadot,DOT,polkadot-new,697,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1303480621.5291617,1417046960.3375134,True,,14,,,,2024-03-02T08:44:00.000Z,8.96831065853631,437918835.79942656,-2.6747,0.95460591,6.20102834,15.73278484,34.81982051,2.36558723,62.35527235,11690019151.255516,0.5009,12708517358.04,,2024-03-02T08:44:00.000Z,,,,,,,2024-03-02 15:46:46.559986
29,3890,Polygon,MATIC,polygon,1295,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9899153489.540216,10000000000.0,False,,15,,,,2024-03-02T08:44:00.000Z,1.067796283174066,707513831.5757006,1.7472,-0.23958457,4.36778127,5.3619173,36.77524988,4.08663648,31.29734857,10570279302.700628,0.4529,10677962831.74,,2024-03-02T08:44:00.000Z,,,,,,,2024-03-02 15:46:46.559986
30,1,Bitcoin,BTC,bitcoin,10844,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19642500.0,19642500.0,False,,1,,,,2024-03-02T09:04:00.000Z,61977.57914683331,37517443540.51861,-31.3618,-0.16391797,-0.03633226,21.56468204,46.95884616,35.21151589,57.21467609,1217394598391.6733,52.1314,1301529162083.5,,2024-03-02T09:04:00.000Z,,,,,,,2024-03-02 16:04:29.007336
31,1027,Ethereum,ETH,ethereum,8486,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120138874.305299,120138874.305299,True,,2,,,,2024-03-02T09:04:00.000Z,3420.8038268771297,15676648870.99951,-35.806,-0.40223267,-0.05514522,15.90779651,50.75599426,41.09603186,58.22886467,410971520980.2773,17.599,410971520980.28,,2024-03-02T09:04:00.000Z,,,,,,,2024-03-02 16:04:29.007336
32,825,Tether USDt,USDT,tether,76666,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,99179337470.68521,101600078701.91211,True,,3,,,,2024-03-02T09:03:00.000Z,1.0010962426825205,79843141138.07877,-16.7978,-0.00727203,0.09702163,0.12605012,0.20401264,0.02687969,0.07896664,99288062093.64468,4.2518,101711457044.73,,2024-03-02T09:03:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,,2024-03-02 16:04:29.007336
33,1839,BNB,BNB,bnb,2080,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,149542059.43033925,149542059.43033925,False,,4,,,,2024-03-02T09:03:00.000Z,409.54585572630526,1571229108.2633245,-17.9086,-0.08332299,0.51178429,7.71043552,37.33962219,28.01359559,79.73392949,61244330696.47228,2.6227,61244330696.47,,2024-03-02T09:03:00.000Z,,,,,,,2024-03-02 16:04:29.007336
